,note_id,timestamp,title,content,like_nr,star_nr,comment_nr,user_id,author_name,user_url,images
10,6332c909000000001701794e,1664272649000,浪漫的不是我，是上海的小酒馆呀🥂,"这个季节
下班后或周末去小酒馆
三两好友，靠着窗，聊着过往
窗外的梧桐树沙沙作响
一周的疲惫真的会被稀释完～
	
我把去过的小酒馆整理出来
这6⃣ 家是我认为
环境、服务、菜品各方面都比较不错的
	
希望在这个快节奏的城市里
你那慵懒疲惫的灵魂
也能被治愈～❤️ ❤️
       ",526,821,13,5b2d1c4411be104740bdeec5,一支仙贝,https://www.xiaohongshu.com/user/profile/5b2d1c4411be104740bdeec5,"['https://sns-img-bd.xhscdn.com/efa9f745-749e-6d12-46d4-90edcc01a4c1', 'https://sns-img-bd.xhscdn.com/d360c711-ee4d-792d-5b24-543b463c7283']"
11,640b151b000000001300a6b3,1678447899000,喝了1500杯后，推荐你一定要魔都这8家酒吧,"🥃魔都酒吧千千万，作为一个平均每年要喝1500多杯酒的“酒鬼”，我精心挑选8家必去酒吧，如果你也爱小酌，快🐎起来，一起去打卡吧！
-
🥃SUZU BAR
店里有多达30种招牌Martini！主理人铃木俊矢是日本“Martini之神”的得意门生，独创的SUZU Martini No.3使用了广岛樱尾金酒来搭配茉莉花，清香扑鼻，印象深刻！
-
🥃Oji cocktail&whisky
主理人是有着22年调酒经验的日本调酒师尾路直治，他的Spicy Vodka Tonic不容错过，日本瑞泉烧酒融合了苹果醋及红辣椒，是你没试过的味道，绝对值得再来一杯！
-
🥃EPIC
主理人Cross Yu曾是多个世界调酒比赛冠🏆军，创意十足，全新的上海12个地标酒单，就能让你在酒里尝到上海地道美味！
-
🥃COA Shanghai
是亚洲50佳酒吧榜单冠🏆军的上海分店，空降魔都后一直备受欢迎！这家酒吧擅长使用龙舌兰来调制鸡尾酒，口感微咸，杯口抹了三种盐分的“THREE SALT MARGARITA”，就是你味蕾与感官不同寻常的体验！
-
🥃ATELIER Cocktail Eatery
主理人是调酒界名人Daniel An！他创作的鸡尾酒，无论从色彩、还是味道上都堪称一绝！而且窗外就是超美的梧桐区美景，是城中品尝高质量鸡尾酒的理想之地！
-
🥃J.Boroski
不对外公开地址，连酒单也没有的J.Boroski！
调酒师会根据你的口味来调制鸡尾酒，🦋主理人Joseph Boroski私人收藏的昆虫标本，装置在酒吧各处空间，给人一种置身科学幻想世界的感觉！
-
🥃Speak Low 彼楼
魔都酒吧界里的老大哥，需要自己找到开关才能找到暗门，很有神秘感！可以从主打美式风格的二楼，一直喝到三楼的日式密室，体验各自独特的空间主题与酒单！
-
🥃Golden Express 金牌玩家俱乐部
以复古列车为主题，整体酒单紧扣主题，用世界各地著名的列车名字来命名，用味道和主题，让你沉浸式感受各个地区和国家的魅力！
        @生活薯 @薯队长 @小红书创作学院 @小红书成长笔记",660,1278,17,5cbe6e85000000001600fbb9,ShanghaiWOW,https://www.xiaohongshu.com/user/profile/5cbe6e85000000001600fbb9,"['https://sns-img-hw.xhscdn.com/1000g00825q28tkufs06g5n5udq2lhutpniaq410', 'https://sns-img-hw.xhscdn.com/1000g00825q28tkufs05g5n5udq2lhutp8nngkhg', 'https://sns-img-hw.xhscdn.com/1000g00825q28tkufs0605n5udq2lhutpb8maf7g', 'https://sns-img-hw.xhscdn.com/1000g00825q28tkufs0405n5udq2lhutppqink3g', 'https://sns-img-hw.xhscdn.com/1000g00825q28tkufs0005n5udq2lhutpttgpatg', 'https://sns-img-hw.xhscdn.com/1000g00825q28tkufs02g5n5udq2lhutp5ljtu18', 'https://sns-img-hw.xhscdn.com/1000g00825q28tkufs03g5n5udq2lhutp41rq7n0', 'https://sns-img-hw.xhscdn.com/1000g00825q28tkufs0305n5udq2lhutprg0bt70', 'https://sns-img-hw.xhscdn.com/1000g00825q28tkufs00g5n5udq2lhutptepm9k0', 'https://sns-img-hw.xhscdn.com/1000g00825q28tkufs0505n5udq2lhutpmcn9ofo', 'https://sns-img-hw.xhscdn.com/1000g00825q28tkufs04g5n5udq2lhutp39ccbq8', 'https://sns-img-hw.xhscdn.com/1000g00825q28tkufs0105n5udq2lhutp3fdh3v8', 'https://sns-img-hw.xhscdn.com/1000g00825q28tkufs0205n5udq2lhutpebf29i8']"
12,643003a800000000130169a9,1680868264000,上海穷鬼鸡尾酒地图 | 全收集,"老桂的“穷鬼酒吧地图”大收集来了
咱就是从穷鬼酒吧里找最有品质的做分享[哇R]（主打无脑冲 本期合集比较精简 具体信息可以看合集里其他期[派对R]（店名后已标注好哪一期
1️⃣Jolly 30+💰——穷鬼第一期
我已是老熟客了 ——【青提起泡】 【山楂威士忌】 【醉青岚】 你们冲就完了 建议上头党直接双倍酒精起步 可以快速起飞[色色R]
关键词：服务好、酒好喝、易上头、路边有位子
2️⃣tonic 30+💰——穷鬼第二期
打包党 喜欢好看杯子的速冲！
他们家就是带酒精的奶茶店【浆果大爆炸】 【晴天】 【凤梨大战百香果】很棒 穷鬼党可以早点买了回家喝[色色R]
关键词：可打包 可加酒精 送杯子
3️⃣lemon twist 30+💰——穷鬼第二期
著名的9.9金汤力自由（活动期 【长乐冰茶】 【烤玉米嗨爆】
9.9金汤力不冲不是穷鬼吧？酒都是提前做好的 喝就完了
关键词：便宜
4️⃣air by ounce 50+💰——穷鬼第一期
店面很大 很适合约会 音乐很好听 “穷鬼”里比较有逼格的一家 可以坐在露台喝酒 很小资[赞R]
鸡尾酒很有创意和想法 可以试试里面的茶饮酒 【umami】 【Rocking Chair High】可冲
关键词：小资 情侣约会 创意酒
5️⃣624 ——穷鬼第二期
最火的上海公路酒吧 什么酒都有 小青年聚会圣地 买酒就可以在墙上留下自己的照片 很有纪念意义
关键词：公路文化 自由喝酒 酒可存6个月
6️⃣木制天堂——穷鬼第三期
弄堂酒吧 适合学生情侣约会 【9点前40💰+】（有优惠 很多特调酒 性价比很高 长乐路会开新店
【老烟枪】【我们的爱去哪儿了】可以冲！
关键词：弄堂酒吧 好喝不贵 店小温馨
7️⃣梧桐咖啡——穷鬼第三期
新进网红穷鬼酒吧 8.8金汤力真的很卷 植物收藏家前调酒师创业 所以很注重酒的清香味 创意很棒 新的酒单闭眼冲【闭月】【羞花】【落雁】度数高到低都有 这家能火
关键词：至少超过80%的优质的酒吧 但巨便宜 白天是咖啡店
8️⃣The Drinkery——穷鬼第四期
俄罗斯人酒吧 颜值高 气氛很棒 音乐很棒
关键词：外国文化 非常嗨 聚会嗨翻天
未成年人禁止喝酒
      @吃货薯 ",2921,4556,126,5b4dea7ff7e8b931a88e2b04,老桂爱喝酒,https://www.xiaohongshu.com/user/profile/5b4dea7ff7e8b931a88e2b04,"['https://sns-img-hw.xhscdn.com/ce210725-41ef-050c-32bb-a21b5beec31f', 'https://sns-img-hw.xhscdn.com/79304505-be5b-b043-f177-3b4f5fdfc423', 'https://sns-img-hw.xhscdn.com/eac39937-f0d6-7de1-a3b6-3c8f19f8f0e6', 'https://sns-img-hw.xhscdn.com/33fff40a-c1c1-2048-c431-ae4b7226b8e3', 'https://sns-img-hw.xhscdn.com/397bce87-6a4a-8c40-a39c-62fcfb22c980', 'https://sns-img-hw.xhscdn.com/2451a9ea-7dae-dc86-531d-62214c5cdffb', 'https://sns-img-hw.xhscdn.com/01d7509f-8f5b-0648-cdaf-d1865e357ffb', 'https://sns-img-hw.xhscdn.com/a53d7996-ecd6-e169-fe79-b3c171d4f658', 'https://sns-img-hw.xhscdn.com/dc49b162-e4e0-b5b6-b395-95d5eaf5c252', 'https://sns-img-hw.xhscdn.com/d30decdc-7bb2-6c28-645d-42860b4941c4', 'https://sns-img-hw.xhscdn.com/62ccddde-e40b-2b2a-03f4-9fda9e9ec380', 'https://sns-img-hw.xhscdn.com/e7c444dd-6c78-bfaf-2b52-3164d60b76c6', 'https://sns-img-hw.xhscdn.com/90f797f2-b166-d4d3-6fa3-398b6cedd2d0', 'https://sns-img-hw.xhscdn.com/b377b68a-709b-ad79-e12e-9c5ae8d663a0', 'https://sns-img-hw.xhscdn.com/3052a9a0-1988-4bc5-2954-3396170435b6', 'https://sns-img-hw.xhscdn.com/d8908220-3043-6b3d-dc11-17faee5f4197', 'https://sns-img-hw.xhscdn.com/2b10911d-5c00-dcc1-85eb-f575c5254965', 'https://sns-img-hw.xhscdn.com/5894cce5-324f-bf46-dbdf-6b804abff7aa']"
13,6446a7d90000000013015eb3,1682352089000,人生建议：离开上海前要去的5⃣️家bar…附人均,"1⃣️沙美大楼 💰120/杯
2⃣️外滩8号bar💰88/杯
3⃣️布达佩斯bar💰45/杯
4⃣️塞纳河畔bar💰33-98/杯
5⃣️帽子酒吧🎩💰100/杯
  ",6200,7150,216,58862a9a5e87e777f73b301f,女侠已退休,https://www.xiaohongshu.com/user/profile/58862a9a5e87e777f73b301f,"['https://sns-img-qc.xhscdn.com/d6c05a27-414b-5c7c-d669-590d04cd3ea0', 'https://sns-img-qc.xhscdn.com/25b96dc2-2d2a-b0d3-1d2a-536be512d418', 'https://sns-img-qc.xhscdn.com/63826f4c-a958-65a2-620a-d261b65b4aee', 'https://sns-img-qc.xhscdn.com/213772fc-6690-286a-2ac5-5f591e27bd6c', 'https://sns-img-qc.xhscdn.com/b2585a18-dd7f-3baf-51d9-14679ba7702d', 'https://sns-img-qc.xhscdn.com/2cea954d-c2d7-ef5d-4c4a-d1452691d9bc']"
14,64799b09000000001203d663,1685691145000,上海蹦迪热门酒吧|6月酒吧蹦迪攻略💢," 
过去的5月好的嘉宾！6月更精彩🔥
‼️‼️‼️[烟花R][烟花R][烟花R]6月嘉宾名单如下
6.2 GALI -HOOD
6.2。李佳隆 -BNS
6.8 A$AP FERG -BOOMSHAKE
6.9 O.T.GENESIS  -1 OAK
6.9 王齐铭 -HOOD
6.16 LanceyFoux  -HOOD
6.17 Blasteriaxx 
6.21 Bassjackers 
6.20 Yellow Claw 
6.24 Kshmr
6.28 4B+Slushii
6.30 MaRLo
平时价格都很亲民 周末酒吧都要提前定
6月份酒吧推荐[烟花R][烟花R][烟花R][烟花R][烟花R][烟花R][烟花R]
hiphop夜店
⭕️HOOD（上海hiphop天花板 每天爆满）
📍黄浦区巨鹿路158号
⭕️BOOMSHAKE（年轻人多江浙沪地标旗舰店）
📍 黄浦区淮海中路138号上海广场
⭕️ORIl （ins风hiphop夜店、弹簧舞池）
📍黄浦区淮海中路566号二楼
⭕️1 OAK （欧美明星后花园、全球品牌夜店）
📍 黄浦区龙华东路333号A座
⭕️NINJA（留学生喜爱的hiphop夜店）
📍静安区巨鹿路158号、758号
⭕️404 （帅哥美女豪客巨多的夜店）
📍黄浦区黄陂南路838号环宇荟L211
EDM夜店
⭕️MASTER黄埔区 （声光电极致EDM蹦迪店）
📍淮海中路523号 ",68,59,1,62ea4256000000001501ba05,上海酒吧hood,https://www.xiaohongshu.com/user/profile/62ea4256000000001501ba05,"['https://sns-img-hw.xhscdn.com/6720bedf-ed05-627e-80aa-c9b6d5762487', 'https://sns-img-hw.xhscdn.com/9cb1f38b-662e-e849-71b9-637aa55dee33', 'https://sns-img-hw.xhscdn.com/d2b350e6-e05b-d06a-d2f0-68b0e12ce4f9', 'https://sns-img-hw.xhscdn.com/ae0bb9fb-400d-720c-bbdf-ec4a53e597e4', 'https://sns-img-hw.xhscdn.com/b555c0d0-f138-0fe0-1969-bfc697680c3b', 'https://sns-img-hw.xhscdn.com/c5e44833-8945-da2c-e66f-0a77682413bb', 'https://sns-img-hw.xhscdn.com/8bc36997-4a9b-55f8-42f0-4417aafb24ac', 'https://sns-img-hw.xhscdn.com/11eb2938-dd2c-59cf-6633-d7390e20fe26']"
15,63634aa0000000000601f6f1,1667451552000,上海Hiphop酒吧蹦迪攻略大全 推荐排名消费,"[一R]上海Hood酒吧
玩家心中的Hiphop天花板，气氛好舞池大，周末人挤人
🎵：Trap rap/Moombahton/twerk/R&B
常请Rapper：海尔兄弟.knowknow、Psyp、马思唯等
	
[二R]上海Akoma酒吧
常和大牌跨界合作，场地复古，像80’s美式舞厅，周末气氛还不错，舞池大，卡座不大，年轻人多
🎵：口水黑怕/Jazzy/Funky
	
[三R]上海Chance酒吧：
上海首家中文跳舞俱乐部，气氛好，舞池在场地中心，充分照顾Raver，常常全场大合唱，卡座不大
🎵：80s-00年流行中文/kpop/黑怕/b榜
	
[四R]上海OneClass（中文）
原Spinn，场地不大，网红店，没有舞池，进门就是长方形吧台，年轻人多
🎵：中文/kpop
	
[五R]上海Ninja酒吧
老牌Hiphop，有两家店，都很小，偏地下，舞池气氛好，老粉丝多，学生多
🎵：口水商业黑怕/Old school/Trap
	
[六R]上海1oak酒吧
刚开业挺轰动，现在就周末人还多点，场地舞池大，装修有特色，老外多
🎵：黑怕/Boombap/黑胶
	
[七R]上海404酒吧
杭州404开过来的，刚开没多久，场地很小，没舞池，以前环宇荟Oc的地方，大哥中年人多，混⭕️女孩多，周末3 4w很正常
🎵：黑怕/kpop
	
[八R]上海Master酒吧
很多人刷到过，号称救活一个灯场的酒吧，2800盏灯，亮瞎眼，欠薪换老板后没啥人了
🎵：EDM/Psytrance/Bigroom
	
[九R]上海Mass酒吧
韩国夜店先去驱，混⭕️的多，现在没人了
🎵：韩国土嗨Bounce
	
上海Wan More酒吧
二场地大，机械升降壁很大气，屏幕超大，没啥人，预算少可以去，🎵：EDM
	
小黑怕吧：上海Asl Club 、Redroom
	
小众酒吧：Techno&Tech
All：🎵实验电子/泰克诺、亚P多，很前卫
Celia、Potent（Gay吧）、Dada
	
KTV：Mago｜K王｜Musek
酒吧均有包厢
	
         ",682,669,55,5ab1d88a4eacab465141e34c,上海Hood酒吧,https://www.xiaohongshu.com/user/profile/5ab1d88a4eacab465141e34c,"['https://sns-img-hw.xhscdn.com/94927cc2-2a47-29b1-0c80-dd02c46035cf', 'https://sns-img-hw.xhscdn.com/366625d5-703c-1301-fd2b-9ccd84498d56', 'https://sns-img-hw.xhscdn.com/fb361fcb-8eaf-115e-74dd-2ff0c428dfad', 'https://sns-img-hw.xhscdn.com/eab74919-56a5-b586-8ede-774a2b9f39db', 'https://sns-img-hw.xhscdn.com/24abe757-290a-5d92-c793-a666ef59c9ce', 'https://sns-img-hw.xhscdn.com/be6420d1-7919-36f8-b362-e07f5d40c14f', 'https://sns-img-hw.xhscdn.com/0c592517-bac6-ee49-6bd1-e4f4152f85a6', 'https://sns-img-hw.xhscdn.com/c5cba146-835b-9a34-22c6-373cd7581313', 'https://sns-img-hw.xhscdn.com/10888959-ebbc-2b08-5984-283ef2d7c75a']"
16,643aa6e600000000110128eb,1681565414000,上海酒吧分享,"1.Insomnia 很有特色 是我回国 来的第一个上海酒吧
2.Golden Express  烧鸟店楼上 喝酒同时还能吃烧鸟 多好啊！！！ 酒通过不同地区形势呈现 有趣的！
3.Speak low 天呢 这个至少是我的第一名吧 隐藏式酒吧 两层有不同的风格 一定要上三楼试试啊 真的好棒
4.Bar limbo 这家也把中国特色发挥很好 很隐藏不好找 很小 但是窗边的卡座 很有氛围
5.Pre- drunk 进贤路上 这家的酒给我的记忆点不强
6.Union Trading Company 里面的小哥哥小姐姐很有趣 这个也是我的前三名 一定会再去的
7.La Mezcaleria 这个真的是打开我的新世界 墨西哥酒吧 类似于用龙舌兰类同类的酒 太有趣了 环境也很好 很舒服
8.植物收藏家 一进去感觉神奇的 我很喜欢环境 酒嘛 也不错 不过酒少了点自己独一无二的劲儿
9.顶楼酒吧 Roof 在艾迪逊楼上 除了环境好 能坐看黄浦江 一无是处 调酒最基础的玛格丽特 难喝死
10.Key west 记忆点不强
11.船长酒吧 调酒中规中矩 露台能看到黄浦江 这是最好的了
12.Altlas corner 不大 这杯牛栏山真的把我拿下了 我真的好喜欢这杯哈哈哈哈 还有免费爆米花 也很好吃
	
也希望大家再推荐我一些吧   ",660,958,27,56512a5067bc657564a65546,奶油小鼠儿🐭,https://www.xiaohongshu.com/user/profile/56512a5067bc657564a65546,"['https://sns-img-qc.xhscdn.com/6fee80f2-bb90-8b63-4adf-b74f41654d3b', 'https://sns-img-qc.xhscdn.com/71ce4199-e776-73ee-3e75-12a68d5f6803', 'https://sns-img-qc.xhscdn.com/8e95cb77-4fa0-3750-d290-3aac66100ae8', 'https://sns-img-qc.xhscdn.com/ac5e0d82-a90d-ff87-16e8-dfdd596ef147', 'https://sns-img-qc.xhscdn.com/64c4272d-8abc-ede8-9eb6-bc10f8fec18e', 'https://sns-img-qc.xhscdn.com/5eb15950-3bc7-3eee-41cc-cb5806d30405', 'https://sns-img-qc.xhscdn.com/49ddc0d4-4f3c-242c-8eca-59673bd4bd20', 'https://sns-img-qc.xhscdn.com/69d87c07-c2e7-75a4-dac1-1946bda6521a', 'https://sns-img-qc.xhscdn.com/de555faf-e6fa-e5b6-79d7-31e39bf64be8', 'https://sns-img-qc.xhscdn.com/e103947e-cb75-481c-f27b-60245afd2f48', 'https://sns-img-qc.xhscdn.com/39793132-6add-24c1-29a9-c2713f875eea', 'https://sns-img-qc.xhscdn.com/5c0cc97c-9f5a-4271-93e1-dc3f3689fe44']"
17,644ed0f60000000013006302,1682886902000,ninja真的蛮无聊的,"23:30左右先去的ninja，人满多（不用排队），但是真的不high，玩手机的也有，冷静喝酒的也有[笑哭R]
	
幸亏期间有些“表演”热热场，算是能呆着吧…
	
1:30转战hood，hood门口就有很多排队，里面场子也比ninja大满多，关键hood氛围好，非常快速地能融入进去，跟着high。
	
p.s. 去hood的路上，感觉ninja还没有外面的酒吧high [汗颜R]
	
   ",16,3,23,56d1083d1c07df4091f5f318,Quta,https://www.xiaohongshu.com/user/profile/56d1083d1c07df4091f5f318,"['https://sns-img-hw.xhscdn.com/8d779c19-9112-3880-ac75-2e89da1cbef9', 'https://sns-img-hw.xhscdn.com/7f212142-ae20-c16a-d815-5b90cd3ba2c2', 'https://sns-img-hw.xhscdn.com/fe59ac01-eec9-f62e-1826-60271772a149', 'https://sns-img-hw.xhscdn.com/52a1ef40-149d-a01e-cb2c-02f0a1422826']"
18,6498c65a000000001300a1db,1687733850000,上海探店｜新晋威士忌酒吧🥃泰酷辣！！！,"很少会发探店的帖子，因为老板是自己很要好的朋友，一定要为他的新店大发特发，又好喝又好看的小酒吧真的泰酷辣！🔥
📍位置：坐落于南昌路上，闹中取静。梧桐树下的三层小洋楼孕育了这家格调超级好的Whiskey Bar
🥃酒单：威士忌酒吧自然以威士忌为主，如果是Whiskey爱好者的话建议来这里喝喝看，不管什么品类甚至是国内很难搜罗到的威士忌这里都能喝到，可以单杯买，也可以开一瓶寄存在这里每次过来慢慢喝～
对于女孩子来说，如果威士忌太烈的话，强烈🧱建议来喝喝看这里的鸡尾酒🍹点餐前可以和老板沟通自己的酸甜喜好，老板会给你推荐适合你酒，甚至可以为你定制你喜欢的酒，所以不要吝啬和帅气的老板聊天！
🔥个人推荐：
	
禅⭐️⭐️⭐️⭐️⭐️：用木鱼花调成的木质调鸡尾酒非常的特别，本人自己取的名字，所以我给他一百分💯
	
玲珑一夏⭐️⭐️⭐️⭐️⭐️：夏天特调，每桌几乎必点的鸡尾酒，口感很清爽不会很甜妥妥夏天的味道
	
酒单会根据季节不断的推陈出新，最近就有杨梅系列，每次来都会有新的惊喜哟～
+     ",0,0,0,56795974a40e1877706e6b19,王法拉呀,https://www.xiaohongshu.com/user/profile/56795974a40e1877706e6b19,"['https://sns-img-qc.xhscdn.com/5cec710c-0264-872a-2f2d-b74492995d66', 'https://sns-img-qc.xhscdn.com/0d42047a-8ce9-7fc1-3b25-3a7ba4c43afa', 'https://sns-img-qc.xhscdn.com/472854d2-14a7-c17e-b834-6272d1e6e6ce', 'https://sns-img-qc.xhscdn.com/f4fe35b8-67ec-be2b-6bd7-5aae3e1eeb49', 'https://sns-img-qc.xhscdn.com/79b8e830-c63e-e411-d720-755b0797bbca', 'https://sns-img-qc.xhscdn.com/af853bc3-d068-2b4b-6ad9-de07f559feeb', 'https://sns-img-qc.xhscdn.com/94545e5d-e501-db30-2825-f2c50fdbae17', 'https://sns-img-qc.xhscdn.com/3a678f55-dab0-8b6a-23a5-2094c6b410fa', 'https://sns-img-qc.xhscdn.com/615f69f1-5ca1-4b85-7bb5-2a3040658bfc']"
19,6277c4f70000000021037094,1652016375000,让我日思夜想的上海15家酒吧…真的口渴了,"在上海两年🍹这是我喜欢的一些清吧！
欢迎补充～交出你的压箱底儿[doge]
- Glory
- Speak Low彼楼
- EPIC
- 植物研究所
- 芭芭露莎
- Dead Poet
- Sober Company
- Bar Limbo·境
- Key West
- REVEL
- One day gallery
- Bar Lotus
- Mingo
- Lieben
- Senator Saloon
     ",3198,5277,145,593644aa5e87e738d803384a,🐟泡菜鱼,https://www.xiaohongshu.com/user/profile/593644aa5e87e738d803384a,"['https://sns-img-hw.xhscdn.com/d698caf9-e645-7b82-c388-fa8f83503105', 'https://sns-img-hw.xhscdn.com/7c90e972-5648-ea0b-433e-62dffc6f2157']"
20,647ad95e000000000703a6b6,1685772638000,上海6月份酒吧蹦迪指南及活动指南,"‼️‼️‼️[烟花R][烟花R][烟花R]6月嘉宾名单如下
6.8 A$AP FERG -BOOMSHAKE
6.9 O.T.GENESIS  -1 OAK
6.9 王齐铭 -HOOD
6.16 LanceyFoux  -HOOD
6.17 Blasteriaxx 
6.21 Bassjackers 
6.20 Yellow Claw 
6.24 Kshmr
6.28 4B+Slushii
6.30 MaRLo
平时价格都很亲民 周末酒吧都要提前定
6月份酒吧推荐[烟花R][烟花R][烟花R][烟花R][烟花R][烟花R][烟花R]
hiphop夜店
⭕️HOOD（上海hiphop天花板 每天爆满）
📍黄浦区巨鹿路158号
⭕️BOOMSHAKE（年轻人多江浙沪地标旗舰店）
📍 黄浦区淮海中路138号上海广场
⭕️ORIl （ins风hiphop夜店、弹簧舞池）
📍黄浦区淮海中路566号二楼
⭕️1 OAK （欧美明星后花园、全球品牌夜店）
📍 黄浦区龙华东路333号A座
⭕️NINJA（留学生喜爱的hiphop夜店）
📍静安区巨鹿路158号、758号
⭕️404 （帅哥美女豪客巨多的夜店）
📍黄浦区黄陂南路838号环宇荟L211
EDM夜店
⭕️MASTER黄埔区 （声光电极致EDM蹦迪店）
📍淮海中路523号",12,11,0,5fe8feb70000000001008fb3,上海酒吧martin订位号,https://www.xiaohongshu.com/user/profile/5fe8feb70000000001008fb3,"['https://sns-img-bd.xhscdn.com/98a35ba3-1bae-aa52-1c46-71be8a811da7', 'https://sns-img-bd.xhscdn.com/e650f4c7-d836-8225-bf68-c4b7e6394296', 'https://sns-img-bd.xhscdn.com/90ed252f-d6cf-735a-505a-73006528db7d', 'https://sns-img-bd.xhscdn.com/42b06f41-52f3-4836-f001-217c721fb9e6', 'https://sns-img-bd.xhscdn.com/780c4359-6432-eb81-c515-ba7b7e646db3', 'https://sns-img-bd.xhscdn.com/6175e8f7-09f2-48e1-b209-ebfd115252d1']"
21,63c6a9ed000000001e03c6ee,1673964013000,上海MBTI主题酒吧，该带谁来我得考虑考虑！,"终于喝到MBTI主题酒单，“爱情白皮书”有想法！翻开后先进行了一番测试，好准hhh！
	
「做鱼的快乐」颜值赏心悦目，蜜瓜与青柠口味融合很清爽。
「别让我下头」名字有点狠，口感却很柔，苹果蜂蜜青柠组合喝一口就想暴饮。
「楂不自知」山楂加蛋清奶盖，“猎人即猎物”欲擒故纵的海王真实写照。
「我在闹ta在笑」玫瑰水和檀香组合味道有点烈，适合我。
	
氛围有点浪漫有点小暧昧，很适合和Crush来一次“沉浸式喝酒”！调酒小哥哥介绍说3月会有新酒，狠狠期待了……
	
          ",4769,2561,564,5d1f679b0000000011032bc8,迪迪探店,https://www.xiaohongshu.com/user/profile/5d1f679b0000000011032bc8,"['https://sns-img-qc.xhscdn.com/a9345864-c83d-324f-be7d-0f3a480cde4d', 'https://sns-img-qc.xhscdn.com/6342aebc-711a-ebad-d3bf-000e4c1fe9d2', 'https://sns-img-qc.xhscdn.com/de856e7c-7ae8-bb4d-abd2-3748db0fbfa5', 'https://sns-img-qc.xhscdn.com/cb09e6bf-d794-7a23-dfd2-3e41fbf69bf1', 'https://sns-img-qc.xhscdn.com/9d840f24-5f7f-830d-103f-4daaaf478175', 'https://sns-img-qc.xhscdn.com/fe0f98aa-bea6-be7e-0d64-ba5157877e87', 'https://sns-img-qc.xhscdn.com/426ec0f7-0ff9-d1a2-a75e-b3ad328d0238']"
22,644ed0f60000000013006302,1682886902000,ninja真的蛮无聊的,"23:30左右先去的ninja，人满多（不用排队），但是真的不high，玩手机的也有，冷静喝酒的也有[笑哭R]
	
幸亏期间有些“表演”热热场，算是能呆着吧…
	
1:30转战hood，hood门口就有很多排队，里面场子也比ninja大满多，关键hood氛围好，非常快速地能融入进去，跟着high。
	
p.s. 去hood的路上，感觉ninja还没有外面的酒吧high [汗颜R]
	
   ",16,3,23,56d1083d1c07df4091f5f318,Quta,https://www.xiaohongshu.com/user/profile/56d1083d1c07df4091f5f318,"['https://sns-img-hw.xhscdn.com/8d779c19-9112-3880-ac75-2e89da1cbef9', 'https://sns-img-hw.xhscdn.com/7f212142-ae20-c16a-d815-5b90cd3ba2c2', 'https://sns-img-hw.xhscdn.com/fe59ac01-eec9-f62e-1826-60271772a149', 'https://sns-img-hw.xhscdn.com/52a1ef40-149d-a01e-cb2c-02f0a1422826']"
